Subject,Condition,Trial index,Code block,Trial catches fish,Subject response,FINAL - total mechanisms,FINAL - total shape references,FINAL - abstract shape references,FINAL - concrete shape references,FINAL - total color references,FINAL - abstract color references,FINAL - concrete color references,FINAL - total purple dot references,FINAL - abstract purple dot references,FINAL - concrete purple dot references
user_1595111974394,Explain,1,2,1,involves 3 parts/shapes,0,0,0,0,0,0,0,0,0,0
user_1595111974394,Explain,2,2,0,There's a green circle and we haven't seen green in the lure combination yet,0,1,0,1,1,0,1,0,0,0
user_1595111974394,Explain,3,2,0,there's green,0,0,0,0,1,0,1,0,0,0
user_1595111974394,Explain,4,2,1,"blue shapes, yellow shapes and purple dots work for the combination",0,0,0,0,2,0,2,1,0,1
user_1595111974394,Explain,5,2,1,maybe the additional purple dot counters the green shape,0,0,0,0,1,0,1,1,0,1
user_1595111974394,Explain,6,2,0,must have at least 3 shapes,0,0,0,0,0,0,0,0,0,0
user_1595111974394,Explain,7,2,1,"meets the rules for a successful combination. no green, at least 3 shapes",0,0,0,0,1,0,1,0,0,0
user_1595111974394,Explain,8,2,0,too much green and green doesnt work,0,0,0,0,1,0,1,0,0,0
user_1595032665387,Explain,1,2,1,The lure might've looked like another fish where it might catch this specific fish.,1,0,0,0,0,0,0,0,0,0
user_1595032665387,Explain,2,2,0,The fish might've not found any interest in this lure by the color and/or shape.,1,0,0,0,0,0,0,0,0,0
user_1595032665387,Explain,3,2,0,"The lure might've been to ""sharp"" for the fish liking.",1,1,1,0,0,0,0,0,0,0
user_1595032665387,Explain,4,2,1,I am starting to believe that this might've been a pattern. Maybe it's because the lure resembles a fish?,1,0,0,0,0,0,0,0,0,0
user_1595032665387,Explain,5,2,1,"Maybe it's not a pattern, however, it can be the colors that might attract the fish.",1,0,0,0,0,0,0,0,0,0
user_1595032665387,Explain,6,2,0,I still believe it's the shape that causes the fish not to be attracted to the lure.,1,0,0,0,0,0,0,0,0,0
user_1595032665387,Explain,7,2,1,Maybe it's a pattern of the fishes now? From what I'm seeing is 2 fishes not caught and 2 fishes getting caught.,0,0,0,0,0,0,0,0,0,0
user_1595032665387,Explain,8,2,0,The fishes probably not attracted to sharp edges.,1,1,1,0,0,0,0,0,0,0
user_1595067365449,Explain,1,2,1,the fish has a preference for that type of lure,0,0,0,0,0,0,0,0,0,0
user_1595067365449,Explain,2,2,0,"the fish prefer one type of lure, and the lure used for this had completely different combinations",0,0,0,0,0,0,0,0,0,0
user_1595067365449,Explain,3,2,0,so far it seems that the fish prefer triangular fish lures,0,1,1,0,0,0,0,0,0,0
user_1595067365449,Explain,4,2,1,it sort of resembles the first lure in that the tip is sharp and pointy compared to the lures that didn't catch fish,0,1,1,0,0,0,0,0,0,0
user_1595067365449,Explain,5,2,1,"again, this lure is pointy",0,1,1,0,0,0,0,0,0,0
user_1595067365449,Explain,6,2,0,"this lure had no pointy sides, didn't follow the pattern of the lures that did catch fish",0,1,1,0,0,0,0,0,0,0
user_1595067365449,Explain,7,2,1,this lure is similar to the other lure with a square shape,0,1,0,1,0,0,0,0,0,0
user_1595067365449,Explain,8,2,0,it's rounded,0,1,1,0,0,0,0,0,0,0
user_1595136550406,Explain,1,2,1,This lure may look like the organism that the fish usually eats,1,0,0,0,0,0,0,0,0,0
user_1595136550406,Explain,2,2,0,It did not have the same pointed end that makes it look like another fish,1,1,1,0,0,0,0,0,0,0
user_1595136550406,Explain,3,2,0,It does not resemble a marine animal,1,0,0,0,0,0,0,0,0,0
user_1595136550406,Explain,4,2,1,The long shape looks most similar to the first lure,0,0,0,0,0,0,0,0,0,0
user_1595136550406,Explain,5,2,1,It follows the trend of the top of the lure having a round shape shape with the bottom of the lure having a shape with sharp corners,0,2,2,0,0,0,0,0,0,0
user_1595136550406,Explain,6,2,0,This does not follow the same trend as the other lures,0,0,0,0,0,0,0,0,0,0
user_1595136550406,Explain,7,2,1,"This lure has a colored dot in the to part of the lure, much like the others that were successful",0,0,0,0,0,0,0,1,0,1
user_1595136550406,Explain,8,2,0,This lure does not follow the shape trend neither does it follow the trend of having a dot exclusively in the top part of the lure,0,0,0,0,0,0,0,1,0,1
user_1595553168434,Describe,1,2,1,"a red drop with a purple dot on the left side, a yellow inverted triangle underneath.",0,2,0,2,2,0,2,1,0,1
user_1595553168434,Describe,2,2,0,a big green circle with a blue drop underneath,0,2,0,2,2,0,2,0,0,0
user_1595553168434,Describe,3,2,0,"a yellow diamond with a green circle underneath, a dark dot inside the green circle",0,2,0,2,2,0,2,1,0,1
user_1595553168434,Describe,4,2,1,"a blue oval with a yellow star underneath, a dark dot in the yellow star",0,2,0,2,2,0,2,1,0,1
user_1595553168434,Describe,5,2,1,"a red circle with a purple dot inside, a green diamond with a dark dot inside is underneath",0,2,0,2,2,0,2,2,0,2
user_1595553168434,Describe,6,2,0,a blue four-edge star with a red circle underneath,0,2,0,2,2,0,2,0,0,0
user_1595553168434,Describe,7,2,1,"a yellow diamond with a purple dot on right top, a blue diamond underneath",0,2,0,2,2,0,2,1,0,1
user_1595553168434,Describe,8,2,0,"an inverted green triangle with a purple dot on the top left, a red oval with a dark dot underneath",0,2,0,2,2,0,2,2,0,2
user_1594237847938,Describe,1,2,1,It is a red droplet with a purple spot on the left side. There is an upside down yellow triangle underneath the droplet.,0,2,0,2,2,0,2,1,0,1
user_1594237847938,Describe,2,2,0,It is a green circle with a blue droplet underneath it.,0,2,0,2,2,0,2,0,0,0
user_1594237847938,Describe,3,2,0,"It is a yellow diamond with a green circle underneath it. In the circle, there is a red spot on the right side.",0,2,0,2,2,0,2,1,0,1
user_1594237847938,Describe,4,2,1,It is a blue oval with a yellow ninja star (4 sides) underneath it. The ninja star has a red spot on the right side.,0,2,0,2,2,0,2,1,0,1
user_1594237847938,Describe,5,2,1,It is a red circle with a purple spot on the right side. There is a green diamond with a spot under the circle.,0,2,0,2,2,0,2,2,0,2
user_1594237847938,Describe,6,2,0,It is a blue ninja star with a red circle underneath it.,0,2,0,2,2,0,2,0,0,0
user_1594237847938,Describe,7,2,1,it is a yellow diamond on top of a smaller blue diamond. The yellow diamond has a purple spot inside.,0,2,0,2,2,0,2,1,0,1
user_1594237847938,Describe,8,2,0,It is an upside down green triangle with a purple spot on the left side on top of a red oval with a purple spot on its left side.,0,2,0,2,2,0,2,2,0,2
user_1594527973232,Describe,1,2,1,A red tear drop shaped lure with a yellow triangle underneath,0,2,0,2,2,0,2,0,0,0
user_1594527973232,Describe,2,2,0,green circle with a small blue tear drop like shape,0,2,0,2,2,0,2,0,0,0
user_1594527973232,Describe,3,2,0,A yellow diamond with a green circle underneath with a red dot in it,0,2,0,2,2,0,2,1,0,1
user_1594527973232,Describe,4,2,1,oval shape with a star like shape underneath,0,2,0,2,0,0,0,0,0,0
user_1594527973232,Describe,5,2,1,red circle with a purple dot in it with a diamond underneath it,0,2,0,2,1,0,1,1,0,1
user_1594527973232,Describe,6,2,0,star like shape with a small circle underneath,0,2,0,2,0,0,0,0,0,0
user_1594527973232,Describe,7,2,1,large diamond shape with a purple dot in it and a small diamond underneath,0,2,0,2,0,0,0,1,0,1
user_1594527973232,Describe,8,2,0,upside down triangle with a purple dot in it and circle underneath,0,2,0,2,0,0,0,1,0,1
